;0;1
0;0.1345761013395203;0.07557567247017531
1;-0.15982079948177483;-0.31741562224361664
2;-0.20333025730763843;-0.09254949362724717
3;-0.09678450401443331;0.21131562922158525
4;0.01853846414253782;0.0840925909178105
5;-0.36290346793584216;-0.1790750650900711
6;-0.041421718402267514;0.35199813476735675
7;0.1325212905426685;0.18241509949419746
8;-0.18293361774776967;-0.19618283835111333
9;0.2192730436105334;0.31836182634128446
10;0.06518486916492074;-0.17255025628651696
11;0.12070740066441012;0.4007153421427067
12;-0.05817207764483951;-0.009490215248490455
13;-0.2506284746988006;0.17051541601505932
14;0.03394058695823048;-0.13565850506784827
15;0.14515573280428887;0.3401000534442326
16;0.26301086460949813;0.07821166900784261
17;-0.2552149624343862;-0.09383248010835832
18;0.02414315218313781;-0.1667178669055713
19;-0.11783700110780168;-0.1835613558771478
20;0.17438185979197174;-0.1779255705188324
21;0.03501446753772131;0.1326294045874093
22;0.04006125739273348;0.18766806669404942
23;0.03666269001270046;-0.30468690808750293
24;0.16770351687345916;-0.27598234511150166
25;0.22809586942897503;-0.03756418612256004
26;0.011014147280561354;0.336747599699921
27;0.3572519388112515;-0.09392251633424539
28;-0.09647003848067306;-0.3938367186621025
29;0.35568638705528205;-0.04973086591188515
30;0.3015082252992504;0.25377736362301156
31;0.3075827985601139;-0.11678379125476457
32;-0.009571875231880243;0.3751308211127175
33;0.12851357280374204;-0.35552326680384755
34;0.3012608128802192;0.07553693079933528
35;0.12910837875381792;-0.2147105098782296
36;-0.028823972372406356;0.18948288284351877
37;-0.06312305772261667;0.24176349688990184
38;0.33571550375594356;-0.10928420013546132
39;0.08447241157540951;0.14305230480125564
40;-0.13329544892286904;-0.13746384821615126
41;-0.35574753887568666;-0.15947494007681773
42;0.40565109119392534;-0.12428931210546633
43;0.16672302627260233;0.15943598966718134
44;-0.19162869832291013;-0.32811108580170395
45;0.05611268272982816;0.32293726653639787
46;0.019997537414355445;-0.23425395332778406
47;-0.2729553920282411;0.11229956671200249
48;-0.1216953699121718;-0.2497582447869959
49;-0.1944301224102125;0.027105385590369575
50;-0.34285624587360086;0.012907875036056974
